Line	altrad_heli	cpi135k_prelim	cpi1800_prelim	cpi400_prelim	cpi40k_prelim	cpi8200_prelim	cpq135k_prelim	cpq1800_prelim	cpq400_prelim	cpq40k_prelim	cpq8200_prelim	cpsp	cxi3300_prelim	cxq3300_prelim	cxsp	date	dep135k	dep1800	dep400	dep40k	dep8200	diurnal	dres_200_by5m[0]	dres_200_by5m[1]	dres_200_by5m[2]	dres_200_by5m[3]	dres_200_by5m[4]	dres_200_by5m[5]	dres_200_by5m[6]	dres_200_by5m[7]	dres_200_by5m[8]	dres_200_by5m[9]	dres_200_by5m[10]	dres_200_by5m[11]	dres_200_by5m[12]	dres_200_by5m[13]	dres_200_by5m[14]	dres_200_by5m[15]	dres_200_by5m[16]	dres_200_by5m[17]	dres_200_by5m[18]	dres_200_by5m[19]	dres_200_by5m[20]	dres_200_by5m[21]	dres_200_by5m[22]	dres_200_by5m[23]	dres_200_by5m[24]	dres_200_by5m[25]	dres_200_by5m[26]	dres_200_by5m[27]	dres_200_by5m[28]	dres_200_by5m[29]	dres_200_by5m[30]	dres_200_by5m[31]	dres_200_by5m[32]	dres_200_by5m[33]	dres_200_by5m[34]	dres_200_by5m[35]	dres_200_by5m[36]	dres_200_by5m[37]	dres_200_by5m[38]	dres_200_by5m[39]	dres_200_by5m[40]	dtm	fid	flight	gpsz_tx	mag_diu	mag_lag	powerline	res135k	res1800	res400	res40k	res8200	time_ssm	x_tx	y_tx
L120030	67.33872168	899.9963989	64.72238159	16.38610268	605.8453979	224.2721558	413.8232727	112.1613922	41.81946182	390.7268066	269.105011	0.000117879	31.99532318	59.76935577	1.50E-05	20230816	-25.98198318	-19.31892395	-14.15393448	-25.06658554	-25.055439	57265.13686	122.5309601	122.5309601	106.088501	85.1554718	80.47579193	83.56887817	86.78085327	82.72994995	64.94528198	50.9838295	40.02370453	31.41970634	24.66533089	19.36296272	15.20045662	11.9327755	9.367556572	10.83981419	13.01108551	15.61727333	18.74549484	22.50031471	27.00724411	32.41693497																		99.68186308	3611.6	29006	138.10012	57352.57314	57397.71	0.000374419	122.5309601	64.72907257	46.05669785	87.42429352	88.32299042	53233.6	386206.7054	7200067.429
L120030	67.30906099	907.6020508	64.67079926	16.42938995	609.9196167	225.3425751	418.9833679	112.5480347	41.74803162	395.0454712	271.3682556	0.000133666	32.46789551	60.40647888	2.67E-05	20230816	-26.11043167	-19.45010757	-13.94750977	-25.20133972	-25.19850922	57265.14484	122.7211151	122.7211151	106.3527145	85.4384079	80.6389389	83.67484283	86.82504272	83.23574066	66.33746338	52.86983109	42.13635635	33.58195877	26.7642498	21.33065033	17.00016594	13.54884243	10.79819679	12.40476704	14.55081844	17.06814194	20.02096748	23.48464012	27.54753304	32.31331635																		99.63257254	3611.7	29006	138.06089	57352.59716	57397.742	0.000972839	122.7211151	65.02435303	45.84034729	87.65774536	88.43967438	53233.7	386206.5409	7200064.176
L120030	67.28914477	915.1558838	64.6505661	16.46000481	613.8441162	226.2323151	424.240387	112.9189453	41.57629395	399.4370728	273.4962158	0.00014148	33.00043106	61.10444641	3.48E-05	20230816	-26.24865341	-19.57257843	-13.65206146	-25.34727478	-25.3469429	57265.15283	122.9664001	122.9664001	106.6932755	85.80335999	80.86289215	83.84646606	86.94012451	83.8181076	67.71418762	54.70430374	44.19400406	35.70303726	28.84343529	23.30176544	18.82481194	15.20801353	12.28610802	14.04835796	16.13070488	18.52171326	21.26713371	24.41950035	28.03913116	32.19528961																		99.57353754	3611.8	29006	138.02166	57352.61917	57397.772	0.000477054	122.9664001	65.25980377	45.59714127	87.959198	88.63220978	53233.8	386206.3764	7200060.922
L120030	67.27470327	922.9705811	64.66371155	16.4817791	617.5322876	226.9047241	429.9505615	113.2857132	41.33749008	403.9422607	275.493042	9.20E-05	33.52165222	61.8172493	2.68E-05	20230816	-26.40221024	-19.69380188	-13.29431915	-25.50211716	-25.49968338	57265.16081	123.3460999	123.3460999	107.1841431	86.30719757	81.18006897	84.10992432	87.14552307	84.47745514	68.97792816	56.32217789	45.9884491	37.55070114	30.66107559	25.03552437	20.44212341	16.6914978	13.75995731	15.52571583	17.51806641	19.76608849	22.30258942	25.16458702	28.39385605	32.03752136																		99.50902781	3611.9	29006	137.98243	57352.63019	57397.791	0.000778233	123.3460999	65.43785095	45.33628845	88.3710556	88.92967224	53233.9	386206.2119	7200057.669
L120030	67.26096517	931.2678833	64.7130661	16.49672508	620.9407349	227.3549347	436.4601746	113.6530609	41.07420731	408.5371399	277.4559631	0.000119786	33.97497559	62.50511169	4.96E-05	20230816	-26.57511902	-19.79304123	-12.91696548	-25.66029739	-25.66283035	57265.16879	123.9581375	123.9581375	107.8862076	86.96797943	81.60586548	84.50017548	87.49713135	85.28791809	70.13415527	57.67288589	47.42570114	38.99921417	32.06992722	26.37181664	21.68613434	17.83299255	14.94854069	16.65471458	18.55562401	20.67349815	23.03309631	25.66201401	28.59098434	31.85425758																		99.44708621	3612	29006	137.9432	57352.62721	57397.796	0.000603713	123.9581375	65.55699921	45.08136749	88.89782715	89.37468719	53234	386206.0474	7200054.415
L120030	67.2438265	940.0623779	64.79789734	16.50442314	624.1345215	227.6156769	443.8587341	114.0218353	40.82789612	413.2024841	279.4942322	0.000126692	34.33771133	63.14599609	1.95E-05	20230816	-26.76465988	-19.87518311	-12.56096268	-25.81675339	-25.84163284	57265.17669	124.8323441	124.8323441	108.7995911	87.75886536	82.12889862	85.03001404	88.03360748	86.32063293	71.2416687	58.79678726	48.52584076	40.0490799	33.05308533	27.27919197	22.5139122	18.5810585	15.72895336	17.38440514	19.21409035	21.2363472	23.47144318	25.941782	28.67211914	31.68982124																		99.42616843	3612.1	29006	137.88235	57352.61131	57397.788	0.000826629	124.8323441	65.61854553	44.86947632	89.51023865	89.98657227	53234.1	386205.9394	7200051.124
L120030	67.21992226	949.1581421	64.91085052	16.50472641	627.2764282	227.7253113	451.8903503	114.3889313	40.63351059	417.9858704	281.6286316	0.000112849	34.61745834	63.74549484	5.28E-06	20230816	-26.95983124	-19.93865585	-12.2856636	-25.96929932	-26.03806305	57265.18459	125.8925552	125.8925552	109.856514	88.63005066	82.72311401	85.68624878	88.75552368	87.60626984	72.36166382	59.76981354	49.36910629	40.77825546	33.68231964	27.8211689	22.97993088	18.9811306	16.14080811	17.76459122	19.55172729	21.51865196	23.6834507	26.06603241	28.68830299	31.57437706																		99.41201621	3612.2	29006	137.8215	57352.59041	57397.775	0.000641978	125.8925552	65.6329422	44.71907806	90.17075348	90.75525665	53234.2	386205.8313	7200047.833
L120030	67.18647491	958.2518921	65.03672028	16.49120522	630.5311279	227.6977539	460.1011353	114.7454987	40.50618744	423.0004883	283.7604675	0.000134381	34.8353653	64.33314514	1.52E-05	20230816	-27.14575958	-19.98344803	-12.11499786	-26.1187706	-26.22629166	57265.19248	127.0047455	127.0047455	110.9676666	89.54689789	83.35890961	86.41217041	89.57726288	89.04256439	73.46412659	60.61120987	50.00697708	41.25800705	34.03971481	28.08429527	23.17080879	19.11696053	16.26790428	17.88214874	19.65657234	21.60707092	23.75111389	26.10790825	28.69856644	31.54628944																		99.40740711	3612.3	29006	137.76065	57352.56752	57397.76	0.000461082	127.0047455	65.62039948	44.67093277	90.86402893	91.61349487	53234.3	386205.7233	7200044.541
L120030	67.14215977	967.0893555	65.15543365	16.44159889	633.9650879	227.5360413	468.1118164	115.079216	40.43543625	428.360321	285.7280579	0.000141486	35.00953674	64.94062805	7.76E-06	20230816	-27.31155396	-20.01163864	-12.08206558	-26.26773453	-26.39435196	57265.20038	128.0648804	128.0648804	112.0799332	90.5115509	84.03017426	87.1663208	90.41952515	90.5269165	74.51182556	61.32995987	50.48009491	41.54967499	34.19913483	28.14897728	23.1691494	19.07030106	16.18883896	17.81690407	19.6086998	21.58069038	23.75099754	26.13956833	28.76834869	31.66149902																		99.41366579	3612.4	29006	137.6998	57352.54362	57397.744	0.000713884	128.0648804	65.60697937	44.8004303	91.60627747	92.50710297	53234.4	386205.6153	7200041.25
L120030	67.08719604	975.6056519	65.2497406	16.33435631	637.5309448	227.255249	475.8204041	115.3824615	40.40103912	434.0914612	287.3972168	0.000135541	35.14826965	65.57563782	2.50E-05	20230816	-27.45538712	-20.02742767	-12.20721054	-26.417202	-26.52835083	57265.20827	129.0479889	129.0479889	113.1905594	91.54315186	84.73499298	87.90574646	91.19514465	91.92512512	75.43787384	61.90769196	50.80422211	41.69221878	34.21450043	28.07794952	23.0420208	18.9093132	15.96827316	17.63197517	19.46901703	21.4974556	23.73723221	26.21036911	28.94117546	31.9564991																		99.43057307	3612.5	29006	137.63895	57352.51673	57397.725	0.000499606	129.0479889	65.61638641	45.17555237	92.42002869	93.3745575	53234.5	386205.5072	7200037.959
L120030	67.02253901	983.9741211	65.31219482	16.16883469	641.1231079	226.8907623	483.4283142	115.6613083	40.41979599	440.0762024	288.7338257	0.000211982	35.25710678	66.21264648	2.84E-05	20230816	-27.58360672	-20.03675461	-12.52441788	-26.56376266	-26.62398529	57265.21617	129.9992371	129.9992371	114.3201599	92.63796997	85.46151733	88.6046524	91.86338806	93.16422272	76.2276001	62.36993408	51.03149796	41.75431442	34.16366196	27.95293808	22.87128258	18.71343803	15.68667316	17.40062332	19.30184364	21.4107914	23.75016975	26.34514999	29.22366142	32.41668701																		99.45717364	3612.6	29006	137.5781	57352.48583	57397.702	0.000383	129.9992371	65.66385651	45.81574631	93.29718018	94.17771149	53234.6	386205.3992	7200034.668
L120030	66.94862828	992.5322876	65.34844971	15.96597481	644.6246948	226.487793	491.3094482	115.9360809	40.55655289	446.0921326	289.828949	0.000162464	35.34802628	66.80760193	4.28E-05	20230816	-27.70087433	-20.04507446	-13.05786896	-26.6998291	-26.68827057	57265.22407	130.9968109	130.9968109	115.4923859	93.76596832	86.18956757	89.26335907	92.44676971	94.27373505	76.9519577	62.8128624	51.27167892	41.85105896	34.16138077	27.88459396	22.76110077	18.57899475	15.45016861	17.22013664	19.19287109	21.39160156	23.8422184	26.57357788	29.61784172	33.01085281																		99.49302792	3612.7	29006	137.51725	57352.45193	57397.676	0.000677991	130.9968109	65.7509079	46.71224976	94.19889069	94.91855621	53234.7	386205.2911	7200031.376
L120030	66.86576339	1001.625488	65.37232208	15.7610321	647.9090576	226.0828552	499.8078003	116.2265396	40.86811066	451.944519	290.859375	9.50E-05	35.4405098	67.32338715	2.21E-05	20230816	-27.8258667	-20.05423355	-13.80850983	-26.81916046	-26.7369957	57265.23196	132.0726166	132.0726166	116.7134705	94.9078064	86.91578674	89.91014099	93.00765228	95.35722351	77.73345184	63.36687851	51.65550995	42.10861969	34.32617188	27.98206329	22.81046104	18.59466743	15.36369324	17.18626785	19.22505188	21.50569344	24.05688477	26.91072083	30.10310173	33.67419434																		99.53783636	3612.8	29006	137.4564	57352.41604	57397.648	0.000623342	132.0726166	65.86588287	47.77380371	95.1014328	95.63793945	53234.8	386205.1831	7200028.085
L120030	66.77538576	1011.422485	65.39826965	15.59108734	650.8305664	225.6864319	509.0576782	116.5340958	41.35269547	457.5819092	291.9945068	0.000110942	35.55033493	67.74748993	4.75E-05	20230816	-27.95756531	-20.06068802	-14.68371201	-26.9224472	-26.78787231	57265.23986	133.2347412	133.2347412	118.0096741	96.10145569	87.67463684	90.59178162	93.60599518	96.51927185	78.66292572	64.11005402	52.24950409	42.58319092	34.70517731	28.28461647	23.05187988	18.78721428	15.47070313	17.33680916	19.42800903	21.77145386	24.39756966	27.34045219	30.63830948	34.33396149	37.74091721																	99.59015753	3612.9	29006	137.39555	57352.37914	57397.619	0.00064252	133.2347412	65.98602295	48.84502029	96.0382843	96.39377594	53234.9	386205.0751	7200024.794
L120030	66.67908491	1021.743713	65.43746948	15.48020744	653.2426758	225.2758942	518.9095459	116.8380356	41.94602585	463.0765991	293.3078918	0.00016067	35.67726135	68.09133911	2.39E-05	20230816	-28.0931015	-20.05455399	-15.54147339	-27.01526642	-26.85120773	57265.24775	134.4638672	134.4638672	119.4140091	97.42414856	88.52531433	91.35417938	94.2734375	97.28598022	79.74398804	65.01163483	53.00102234	43.20931625	35.22658539	28.71862793	23.41298676	19.08753967	15.71279812	17.61152649	19.73969841	22.12503815	24.79862022	27.79527664	31.15404892	34.91869354	39.03863907																	99.64840192	3613	29006	137.3347	57352.34625	57397.594	0.000569824	134.4638672	66.08251953	49.76199341	97.08588409	97.23296356	53235	386204.967	7200021.503
L120030	66.57824575	1032.002686	65.49514771	15.42990112	655.0421753	224.8102112	529.0028076	117.1051941	42.5453949	468.4949341	294.7431335	0.000162286	35.80579758	68.3763504	2.94E-05	20230816	-28.22470856	-20.02390289	-16.25233078	-27.10242844	-26.92552567	57265.25557	135.7766876	135.7766876	120.9711838	98.94138336	89.51140594	92.21785736	95.00613403	97.87871552	80.90131378	65.95540619	53.77064133	43.83692169	35.73838043	29.13598633	23.75333214	19.36508369	15.96171761	17.88328934	20.03619385	22.44827652	25.15074158	28.17854691	31.570858	35.37155533	39.62980652																	99.70903005	3613.1	29006	137.28301	57352.31943	57397.575	0.000816625	135.7766876	66.12957001	50.42615509	98.30538177	98.16645813	53235.1	386204.8818	7200018.187
L120030	66.47472284	1041.369873	65.56931305	15.41853523	656.2092896	224.2751923	538.9480591	117.306366	43.045784	473.7949524	296.1494751	0.000135214	35.91643524	68.61743927	3.64E-05	20230816	-28.34489441	-19.9614563	-16.74732971	-27.18389511	-26.99873734	57265.26338	137.2615509	137.2615509	122.7428665	100.6799316	90.63531494	93.15834045	95.75159454	98.41704559	82.00214386	66.79370117	54.40587616	44.31554794	36.09661102	29.40198898	23.94897842	19.50730705	16.10123634	18.03941917	20.2109108	22.64379501	25.36953735	28.42339134	31.84485054	35.67816925	39.97292328																	99.77234192	3613.2	29006	137.23132	57352.29262	57397.556	0.000739345	137.2615509	66.11549377	50.8456192	99.70839691	99.14797974	53235.2	386204.7966	7200014.872
L120030	66.3706687	1049.111206	65.65235901	15.41445351	656.8226318	223.7084503	548.5106812	117.4294968	43.36305618	478.8357849	297.3583069	0.000108341	35.99579239	68.81386566	1.39E-05	20230816	-28.45068741	-19.86831284	-17.00989151	-27.25865936	-27.05392075	57265.2712	139.0533142	139.0533142	124.7637863	102.5679169	91.81944275	94.09838104	96.43388367	98.82735443	82.91669464	67.41578674	54.81270218	44.56570816	36.2343483	29.4604969	23.95298767	19.4750824	16.08625031	18.03857422	20.22784424	22.68281746	25.43573952	28.52277374	31.98446846	35.86629486	40.21924591																	99.83618503	3613.3	29006	137.17963	57352.2598	57397.531	0.000274505	139.0533142	66.04647064	51.09547424	101.1978302	100.0822372	53235.3	386204.7113	7200011.557
L120030	66.26875923	1054.889648	65.73378754	15.39480972	657.012146	223.1712189	557.6866455	117.483223	43.45707703	483.4602966	298.2537537	0.000105181	36.04123306	68.95576477	2.47E-05	20230816	-28.54546356	-19.75418091	-17.05414963	-27.32245636	-27.07830048	57265.27901	141.2691345	141.2691345	127.0750809	104.5563126	92.99756622	94.96292877	96.96982574	99.01913452	83.53800201	67.76509094	54.97028732	44.59128571	36.17195129	29.34228325	23.80213356	19.30802536	15.95009518	17.91542625	20.1229229	22.6024189	25.38743401	28.51561356	32.02923584	35.97580338	40.40865326																	99.89788346	3613.4	29006	137.12794	57352.21899	57397.498	0.000590118	141.2691345	65.94412994	51.24774933	102.6945877	100.8738785	53235.4	386204.6261	7200008.241
L120030	66.17056942	1058.864624	65.8036499	15.34789848	656.8886108	222.7142334	566.6516113	117.4892578	43.35786057	487.5797424	298.8112793	0.000114263	36.05901718	69.03541565	2.46E-05	20230816	-28.6356926	-19.63180161	-16.94307709	-27.37329483	-27.06757736	57265.28683	143.9528656	143.9528656	129.681015	106.5995407	94.11940002	95.70578003	97.31890106	98.95921326	83.83901215	67.86347198	54.9320755	44.46475601	35.99198914	29.13370895	23.58227539	19.08866882	15.76856232	17.74629593	19.97208023	22.47702789	25.29615211	28.46885872	32.03949356	36.05796814	40.58044815																	99.95586224	3613.5	29006	137.07625	57352.18117	57397.468	0.000417245	143.9528656	65.83578491	51.3763504	104.1338196	101.4702682	53235.5	386204.5409	7200004.926
L120030	66.07434213	1061.585571	65.85593414	15.27000046	656.5081177	222.3617554	575.6680908	117.4666138	43.13631439	491.2218933	299.0792542	0.000115986	36.05862427	69.05119324	2.42E-05	20230816	-28.72631836	-19.5082016	-16.76160431	-27.41043091	-27.02301788	57265.29464	147.0607147	147.0607147	132.5565491	108.689003	95.18112946	96.32419586	97.48098755	98.65167999	83.84676361	67.76741791	54.7716217	44.26803589	35.77872849	28.91742325	23.371912	18.88986588	15.6103344	17.60083771	19.8451519	22.37564468	25.22880363	28.44577599	32.07294846	36.16262817	40.77379227																	100.0118785	3613.6	29006	137.02456	57352.16336	57397.458	0.000346002	147.0607147	65.74073029	51.54983902	105.5071182	101.8686371	53235.6	386204.4557	7200001.611
L120030	65.97746826	1063.755249	65.88986206	15.16834354	655.8658447	222.1107635	585.0171509	117.417778	42.85618591	494.5135498	299.1265564	0.00011941	36.04665756	69.00325012	3.18E-05	20230816	-28.82147598	-19.38188553	-16.56279755	-27.43608475	-26.94901657	57265.30245	150.4990234	150.4990234	135.6692657	110.8572311	96.22408295	96.84908295	97.47814941	98.11128998	83.59857941	67.51857758	54.53152466	44.04250336	35.57102585	28.72901535	23.20305252	18.73999596	15.50496197	17.50891495	19.77186966	22.32730103	25.2130127	28.47169113	32.15153885	36.30699158	40.99952316																	100.0685413	3613.7	29006	136.97287	57352.16955	57397.472	0.00092305	150.4990234	65.66140747	51.78520203	106.8614273	102.0966339	53235.7	386204.3705	7199998.295
L120030	65.87865413	1065.909668	65.90683746	15.05922794	654.9082031	221.9359894	594.9237061	117.3296967	42.56631851	497.5915222	299.0072632	0.000116835	36.02317047	68.8874588	2.70E-05	20230816	-28.92474365	-19.24650574	-16.36606979	-27.45447159	-26.85128021	57265.31027	154.1941528	154.1941528	139.010376	113.1612854	97.31047821	97.32840729	97.34633636	97.36427307	83.13225555	67.13766479	54.22042084	43.78844833	35.3635788	28.55964851	23.06479073	18.62714005	15.44418144	17.46159363	19.74253082	22.32141876	25.2371769	28.53380775	32.26106644	36.47520065	41.23980713																	100.1271444	3613.8	29006	136.92118	57352.18773	57397.498	0.00056843	154.1941528	65.58867645	52.04890442	108.2655716	102.1959152	53235.8	386204.2852	7199994.98
L120030	65.77690145	1068.212646	65.90329742	14.96180439	653.5612793	221.7990265	605.4492798	117.1847763	42.30911255	500.5083618	298.7546692	0.000147495	35.98466492	68.7002182	1.72E-05	20230816	-29.03622055	-19.09632111	-16.17807388	-27.46725082	-26.73485565	57265.31808	158.1179352	158.1179352	142.5916901	115.6489944	98.49154663	97.80922699	97.13162231	96.45871735	82.50126648	66.65489197	53.85219193	43.50856781	35.15168381	28.39994812	22.94504547	18.53788948	15.41329575	17.44266129	19.73921967	22.33815193	25.27926636	28.60761833	32.37419128	36.63668442	41.460392																	100.1886861	3613.9	29006	136.86949	57352.20192	57397.52	0.000696412	158.1179352	65.51898956	52.28848267	109.768898	102.2111511	53235.9	386204.2	7199991.665
L120030	65.67110613	1070.507202	65.8690033	14.89075565	651.7807007	221.6585693	616.4171753	116.9721527	42.11448669	503.2272339	298.39505	0.000166533	35.92870712	68.4536438	2.22E-05	20230816	-29.15095901	-18.930233	-16.00085449	-27.47267914	-26.60415268	57265.3259	162.2459564	162.2459564	146.405426	118.3281021	99.78895569	98.32794952	96.88833618	95.46980286	81.78250122	66.12385559	53.46332169	43.22686386	34.9503479	28.2585125	22.84794235	18.47331619	15.40322018	17.44121552	19.7488575	22.36182213	25.32050896	28.67065811	32.46406555	36.75937653	41.62299728																	100.2542703	3614	29006	136.8178	57352.2061	57397.532	0.000656226	162.2459564	65.46272278	52.45941925	111.3804016	102.1870651	53236	386204.1148	7199988.349
L120030	65.56089014	1072.502563	65.7933197	14.85649395	649.6078491	221.474884	627.4302368	116.6978149	41.98846054	505.7025757	297.9663696	0.000136254	35.8530159	68.1811676	9.58E-06	20230816	-29.26061249	-18.75376892	-15.81849289	-27.4686203	-26.46535492	57265.33363	166.5065155	166.5065155	150.3903656	121.1585388	101.1958618	98.91158295	96.67887115	94.49655914	81.06951904	65.60810089	53.09544754	42.96918488	34.77418518	28.14212036	22.77490807	18.4313221	15.39347076	17.43456459	19.74629784	22.36455345	25.32997704	28.68860054	32.49256134	36.80090332	41.68051147																	100.3528914	3614.1	29006	136.8162	57352.20837	57397.542	0.000818837	166.5065155	65.43982697	52.51763535	113.0748978	102.1719742	53236.1	386204.0107	7199985.013
L120030	65.44710166	1073.968262	65.67198944	14.86726952	647.1846313	221.2077637	637.9643555	116.3881302	41.91085052	507.9413452	297.5186768	0.000215915	35.7530098	67.92553711	5.61E-05	20230816	-29.35588837	-18.57841873	-15.5903511	-27.45526123	-26.32716751	57265.34137	170.7533722	170.7533722	154.4165039	124.0547333	102.6819992	99.57963562	96.57099152	93.65325928	80.46335602	65.16756439	52.77944565	42.7462616	34.6203537	28.03914833	22.70900726	18.39210701	15.34247875	17.37851715	19.68475151	22.29703712	25.25598717	28.6076088	32.40401077	36.70421982	41.5750885																	100.4575733	3614.2	29006	136.8146	57352.21763	57397.559	0.000582436	170.7533722	65.47084808	52.40890884	114.804451	102.2192612	53236.2	386203.9066	7199981.676
L120030	65.33279224	1074.841675	65.51161957	14.93030071	644.696228	220.8122406	647.4993896	116.0827103	41.86489105	509.980011	297.0895996	0.000146926	35.62591171	67.72203064	1.55E-05	20230816	-29.42694473	-18.41850662	-15.28437042	-27.43548965	-26.19962692	57265.34911	174.7986298	174.7986298	158.3133087	126.9047318	104.2003784	100.3431931	96.62878418	93.05187225	80.06434631	64.8592453	52.54175568	42.56349182	34.48021317	27.93203926	22.62743568	18.33023453	15.21014309	17.2310791	19.52053261	22.11417961	25.05243874	28.38109589	32.15202713	36.42398834	41.26356125																	100.5627761	3614.3	29006	136.813	57352.23889	57397.588	0.0005042	174.7986298	65.56650543	52.08921814	116.5108871	102.3822021	53236.3	386203.8025	7199978.339
L120030	65.22186717	1075.233154	65.33032227	15.05243778	642.2980347	220.2394714	655.6845093	115.8187637	41.87131882	511.825592	296.6786499	0.000110988	35.47769928	67.58440399	2.18E-05	20230816	-29.47754669	-18.28424835	-14.91520691	-27.41205215	-26.09031296	57265.35685	178.4060669	178.4060669	161.8682251	129.5754852	105.6922455	101.2000275	96.89873505	92.78026581	79.96008301	64.73877716	52.41501617	42.43722534	34.35881805	27.81822777	22.52271271	18.23526001	14.9896946	16.98557091	19.2471962	21.8099556	24.7139473	28.00460625	31.7334137	35.95871353	40.74660873																	100.6645946	3614.4	29006	136.8114	57352.26415	57397.621	0.000772771	178.4060669	65.71804047	51.54966736	118.1337433	102.7029343	53236.4	386203.6985	7199975.003
L120030	65.11694207	1075.351685	65.1519928	15.23231506	640.0570068	219.4479065	662.505188	115.6145401	41.96624756	513.4310303	296.2380066	8.13E-05	35.32186127	67.50102997	1.38E-05	20230816	-29.50705338	-18.17573166	-14.5337944	-27.38519287	-26.00029755	57265.36459	181.5053558	181.5053558	164.9936676	131.9887848	107.1018982	102.1336899	97.39595032	92.87798309	80.2024765	64.84520721	52.42856979	42.38948441	34.27269363	27.71011734	22.40415001	18.1141777	14.71009731	16.67363358	18.8992672	21.42198372	24.28143692	27.52257729	31.19635201	35.36051178	40.08050919																	100.7604132	3614.5	29006	136.8098	57352.28741	57397.652	0.000499176	181.5053558	65.89739227	50.83504868	119.6252365	103.2004471	53236.5	386203.5944	7199971.666
L120030	65.01994038	1075.38501	64.99565887	15.45591164	637.9243164	218.425705	668.3301392	115.4613495	42.16047668	514.7221069	295.7024536	8.26E-05	35.17422485	67.4387207	6.11E-06	20230816	-29.52473068	-18.08471298	-14.18840408	-27.35445404	-25.92619705	57265.37233	184.1885071	184.1885071	167.7441406	134.1517181	108.4045029	103.1220322	98.0969696	93.31677246	80.78627014	65.18627167	52.59867096	42.4417572	34.24616623	27.63315964	22.29714012	17.99151611	14.51731682	16.35436058	18.54001999	21.0177784	23.82667351	27.01095963	30.62080574	34.71308517	39.35227203																	100.8483083	3614.6	29006	136.8082	57352.30667	57397.679	0.000417775	184.1885071	66.06921387	50.0268364	120.9750137	103.8627319	53236.6	386203.4903	7199968.33
L120030	64.93213245	1075.40918	64.86929321	15.70267105	635.7807007	217.2132416	673.7588501	115.327095	42.43073273	515.6456299	295.035675	0.000134028	35.04680252	67.34997559	2.21E-05	20230816	-29.54361343	-17.9981308	-13.89870071	-27.32023239	-25.8629303	57265.38006	186.6999054	186.6999054	170.3129578	136.1581116	109.6123199	104.1406403	98.9420929	94.00305176	81.64187622	65.73131561	52.92144775	42.60799408	34.30445099	27.61912155	22.23664474	17.90311623	14.41411591	16.09555054	18.24045181	20.67118454	23.42583847	26.54758072	30.08532524	34.09451294	38.15365982																	100.9270097	3614.7	29006	136.8066	57352.31994	57397.7	0.000748291	186.6999054	66.20320129	49.20305252	122.2101822	104.6448822	53236.7	386203.3862	7199964.993
L120030	64.85372086	1075.426758	64.77030182	15.95428276	633.5222168	215.9067535	679.3501587	115.1689911	42.73038101	516.2050171	294.2515869	0.000188754	34.93790054	67.19039917	3.44E-05	20230816	-29.57492447	-17.9021225	-13.64899826	-27.28377533	-25.80502701	57265.3878	189.2975769	189.2975769	172.9180298	138.1280975	110.7584686	105.1592636	99.84311676	94.79571533	82.62965393	66.38523102	53.33434677	42.84917831	34.42532349	27.65753937	22.22025681	17.85190582	14.34234333	15.91901398	18.02428436	20.40797424	23.10690498	26.1627655	29.62276077	33.54033661																		100.9963147	3614.8	29006	136.805	57352.3272	57397.715	0.000633658	189.2975769	66.28018188	48.40684128	123.3745117	105.4723663	53236.8	386203.2822	7199961.657
L120030	64.78281388	1075.436035	64.69181061	16.19847488	631.123291	214.631485	685.3924561	114.949585	43.00429535	516.4663696	293.4045105	0.000229857	34.82805252	66.94143677	2.52E-05	20230816	-29.62236023	-17.78409195	-13.39785385	-27.24583817	-25.74648666	57265.39554	192.1177521	192.1177521	175.6835175	140.1394348	111.872673	106.1411667	100.7033005	95.54402161	83.56295776	66.98123932	53.68989563	43.03600311	34.49620438	27.65099144	22.16409874	17.76599121	14.24061871	15.75605583	17.82564354	20.16707611	22.81605911	25.8129921	29.20357895	33.03952408																		101.0581151	3614.9	29006	136.8034	57352.32746	57397.723	0.000700098	192.1177521	66.29096222	47.64561844	124.5023346	106.2577209	53236.9	386203.1781	7199958.32
L120030	64.71593473	1075.438599	64.62850952	16.42864418	628.6320801	213.4932251	691.8067017	114.6484756	43.19777679	516.5220337	292.5578918	0.000115634	34.69232178	66.61956024	1.79E-05	20230816	-29.68087769	-17.63520813	-13.09116364	-27.20573425	-25.68194962	57265.40328	195.1245728	195.1245728	178.5921173	142.1975555	113.2196884	107.0538025	101.4481506	96.1360321	84.27577209	67.34081268	53.80887604	42.99614334	34.35619736	27.4524231	21.9359417	17.5279789	14.00578499	15.48317528	17.52546883	19.83714867	22.4537487	25.4154892	28.76789474	32.56249619																		101.1158877	3615	29006	136.8018	57352.32772	57397.731	0.000572979	195.1245728	66.23269653	46.90261841	125.6073303	106.930191	53237	386203.074	7199954.983
